Date,Values,Delta Calculations
1997-12-20,317000.0,250.0
1997-12-27,313250.0,-3750.0
1998-01-03,312000.0,-1250.0
1998-01-10,314000.0,2000.0
1998-01-17,321750.0,7750.0
1998-01-24,322750.0,1000.0
1998-01-31,323500.0,750.0
1998-02-07,318500.0,-5000.0
1998-02-14,313500.0,-5000.0
1998-02-21,318500.0,5000.0
1998-02-28,319000.0,500.0
1998-03-07,318250.0,-750.0
1998-03-14,317750.0,-500.0
1998-03-21,316250.0,-1500.0
1998-03-28,315000.0,-1250.0
1998-04-04,316000.0,1000.0
1998-04-11,312250.0,-3750.0
1998-04-18,311250.0,-1000.0
1998-04-25,311000.0,-250.0
1998-05-02,309000.0,-2000.0
1998-05-09,309500.0,500.0
1998-05-16,309000.0,-500.0
1998-05-23,308500.0,-500.0
1998-05-30,313000.0,4500.0
1998-06-06,313000.0,0.0
1998-06-13,314500.0,1500.0
1998-06-20,324500.0,10000.0
1998-06-27,338000.0,13500.0
1998-07-04,352000.0,14000.0
1998-07-11,351750.0,-250.0
1998-07-18,343250.0,-8500.0
1998-07-25,333000.0,-10250.0
1998-08-01,324250.0,-8750.0
1998-08-08,323250.0,-1000.0
1998-08-15,321500.0,-1750.0
1998-08-22,313250.0,-8250.0
1998-08-29,309000.0,-4250.0
1998-09-05,308250.0,-750.0
1998-09-12,307250.0,-1000.0
1998-09-19,308000.0,750.0
1998-09-26,304000.0,-4000.0
1998-10-03,301250.0,-2750.0
1998-10-10,304250.0,3000.0
1998-10-17,307500.0,3250.0
1998-10-24,311250.0,3750.0
1998-10-31,312750.0,1500.0
1998-11-07,312750.0,0.0
1998-11-14,316750.0,4000.0
1998-11-21,315500.0,-1250.0
1998-11-28,316000.0,500.0
1998-12-05,318500.0,2500.0
1998-12-12,311250.0,-7250.0
1998-12-19,309500.0,-1750.0
1998-12-26,316000.0,6500.0
1999-01-02,317250.0,1250.0
1999-01-09,327250.0,10000.0
1999-01-16,337750.0,10500.0
1999-01-23,331500.0,-6250.0
1999-01-30,325000.0,-6500.0
1999-02-06,311500.0,-13500.0
1999-02-13,304750.0,-6750.0
1999-02-20,302500.0,-2250.0
1999-02-27,301500.0,-1000.0
1999-03-06,303750.0,2250.0
1999-03-13,302750.0,-1000.0
1999-03-20,303500.0,750.0
1999-03-27,302750.0,-750.0
1999-04-03,305250.0,2500.0
1999-04-10,308000.0,2750.0
1999-04-17,310250.0,2250.0
1999-04-24,308500.0,-1750.0
1999-05-01,305000.0,-3500.0
1999-05-08,302750.0,-2250.0
1999-05-15,299500.0,-3250.0
1999-05-22,301250.0,1750.0
1999-05-29,303000.0,1750.0
1999-06-05,301250.0,-1750.0
1999-06-12,298500.0,-2750.0
1999-06-19,297000.0,-1500.0
1999-06-26,294000.0,-3000.0
1999-07-03,290000.0,-4000.0
1999-07-10,289500.0,-500.0
1999-07-17,293750.0,4250.0
1999-07-24,297500.0,3750.0
1999-07-31,300750.0,3250.0
1999-08-07,302500.0,1750.0
1999-08-14,298250.0,-4250.0
1999-08-21,293250.0,-5000.0
1999-08-28,290750.0,-2500.0
1999-09-04,289500.0,-1250.0
1999-09-11,286750.0,-2750.0
1999-09-18,285500.0,-1250.0
1999-09-25,289500.0,4000.0
1999-10-02,294250.0,4750.0
1999-10-09,296750.0,2500.0
1999-10-16,298250.0,1500.0
1999-10-23,291750.0,-6500.0
1999-10-30,285750.0,-6000.0
1999-11-06,283500.0,-2250.0
1999-11-13,282000.0,-1500.0
1999-11-20,281000.0,-1000.0
1999-11-27,281750.0,750.0
1999-12-04,283000.0,1250.0
1999-12-11,280750.0,-2250.0
1999-12-18,283500.0,2750.0
1999-12-25,278500.0,-5000.0
2000-01-01,278250.0,-250.0
2000-01-08,284750.0,6500.0
2000-01-15,285250.0,500.0
2000-01-22,289250.0,4000.0
2000-01-29,289000.0,-250.0
2000-02-05,292500.0,3500.0
2000-02-12,295250.0,2750.0
2000-02-19,295000.0,-250.0
2000-02-26,293750.0,-1250.0
2000-03-04,287250.0,-6500.0
2000-03-11,279750.0,-7500.0
2000-03-18,276750.0,-3000.0
2000-03-25,274750.0,-2000.0
2000-04-01,269750.0,-5000.0
2000-04-08,269250.0,-500.0
2000-04-15,266250.0,-3000.0
2000-04-22,266750.0,500.0
2000-04-29,273000.0,6250.0
2000-05-06,279250.0,6250.0
2000-05-13,283500.0,4250.0
2000-05-20,285000.0,1500.0
2000-05-27,282250.0,-2750.0
2000-06-03,281500.0,-750.0
2000-06-10,283500.0,2000.0
2000-06-17,287000.0,3500.0
2000-06-24,291000.0,4000.0
2000-07-01,288750.0,-2250.0
2000-07-08,291000.0,2250.0
2000-07-15,293250.0,2250.0
2000-07-22,294250.0,1000.0
2000-07-29,298500.0,4250.0
2000-08-05,301750.0,3250.0
2000-08-12,304750.0,3000.0
2000-08-19,309250.0,4500.0
2000-08-26,312750.0,3500.0
2000-09-02,311500.0,-1250.0
2000-09-09,310000.0,-1500.0
2000-09-16,308250.0,-1750.0
2000-09-23,302250.0,-6000.0
2000-09-30,300000.0,-2250.0
2000-10-07,300000.0,0.0
2000-10-14,297000.0,-3000.0
2000-10-21,298750.0,1750.0
2000-10-28,301000.0,2250.0
2000-11-04,306500.0,5500.0
2000-11-11,311250.0,4750.0
2000-11-18,320500.0,9250.0
2000-11-25,334250.0,13750.0
2000-12-02,336000.0,1750.0
2000-12-09,336750.0,750.0
2000-12-16,342250.0,5500.0
2000-12-23,344250.0,2000.0
2000-12-30,348000.0,3750.0
2001-01-06,352000.0,4000.0
2001-01-13,343000.0,-9000.0
2001-01-20,337750.0,-5250.0
2001-01-27,340000.0,2250.0
2001-02-03,349750.0,9750.0
2001-02-10,361500.0,11750.0
2001-02-17,365250.0,3750.0
2001-02-24,371250.0,6000.0
2001-03-03,373250.0,2000.0
2001-03-10,380250.0,7000.0
2001-03-17,389000.0,8750.0
2001-03-24,387000.0,-2000.0
2001-03-31,388000.0,1000.0
2001-04-07,389250.0,1250.0
2001-04-14,386750.0,-2500.0
2001-04-21,392250.0,5500.0
2001-04-28,396750.0,4500.0
2001-05-05,392500.0,-4250.0
2001-05-12,394250.0,1750.0
2001-05-19,394750.0,500.0
2001-05-26,394500.0,-250.0
2001-06-02,400750.0,6250.0
2001-06-09,406000.0,5250.0
2001-06-16,404000.0,-2000.0
2001-06-23,398000.0,-6000.0
2001-06-30,395000.0,-3000.0
2001-07-07,392500.0,-2500.0
2001-07-14,395250.0,2750.0
2001-07-21,399500.0,4250.0
2001-07-28,398000.0,-1500.0
2001-08-04,398000.0,0.0
2001-08-11,395250.0,-2750.0
2001-08-18,396250.0,1000.0
2001-08-25,398000.0,1750.0
2001-09-01,398250.0,250.0
2001-09-08,401750.0,3500.0
2001-09-15,400000.0,-1750.0
2001-09-22,414500.0,14500.0
2001-09-29,443250.0,28750.0
2001-10-06,460250.0,17000.0
2001-10-13,482000.0,21750.0
2001-10-20,489250.0,7250.0
2001-10-27,480750.0,-8500.0
2001-11-03,471750.0,-9000.0
2001-11-10,458250.0,-13500.0
2001-11-17,445500.0,-12750.0
2001-11-24,447500.0,2000.0
2001-12-01,453750.0,6250.0
2001-12-08,445000.0,-8750.0
2001-12-15,434500.0,-10500.0
2001-12-22,415750.0,-18750.0
2001-12-29,404750.0,-11000.0
2002-01-05,405750.0,1000.0
2002-01-12,413000.0,7250.0
2002-01-19,410250.0,-2750.0
2002-01-26,408500.0,-1750.0
2002-02-02,410250.0,1750.0
2002-02-09,405000.0,-5250.0
2002-02-16,403000.0,-2000.0
2002-02-23,399000.0,-4000.0
2002-03-02,396000.0,-3000.0
2002-03-09,396500.0,500.0
2002-03-16,395250.0,-1250.0
2002-03-23,399500.0,4250.0
2002-03-30,421250.0,21750.0
2002-04-06,432750.0,11500.0
2002-04-13,445250.0,12500.0
2002-04-20,445500.0,250.0
2002-04-27,429250.0,-16250.0
2002-05-04,420250.0,-9000.0
2002-05-11,413000.0,-7250.0
2002-05-18,411750.0,-1250.0
2002-05-25,409000.0,-2750.0
2002-06-01,401250.0,-7750.0
2002-06-08,395000.0,-6250.0
2002-06-15,391250.0,-3750.0
2002-06-22,387500.0,-3750.0
2002-06-29,389500.0,2000.0
2002-07-06,390250.0,750.0
2002-07-13,387250.0,-3000.0
2002-07-20,385000.0,-2250.0
2002-07-27,386000.0,1000.0
2002-08-03,385250.0,-750.0
2002-08-10,386500.0,1250.0
2002-08-17,391500.0,5000.0
2002-08-24,393500.0,2000.0
2002-08-31,395000.0,1500.0
2002-09-07,401750.0,6750.0
2002-09-14,405000.0,3250.0
2002-09-21,405750.0,750.0
2002-09-28,409500.0,3750.0
2002-10-05,406500.0,-3000.0
2002-10-12,404750.0,-1750.0
2002-10-19,407500.0,2750.0
2002-10-26,407500.0,0.0
2002-11-02,407750.0,250.0
2002-11-09,406500.0,-1250.0
2002-11-16,400750.0,-5750.0
2002-11-23,396000.0,-4750.0
2002-11-30,389000.0,-7000.0
2002-12-07,395250.0,6250.0
2002-12-14,405250.0,10000.0
2002-12-21,406250.0,1000.0
2002-12-28,414250.0,8000.0
2003-01-04,406250.0,-8000.0
2003-01-11,393500.0,-12750.0
2003-01-18,395500.0,2000.0
2003-01-25,395000.0,-500.0
2003-02-01,400000.0,5000.0
2003-02-08,403000.0,3000.0
2003-02-15,407500.0,4500.0
2003-02-22,411000.0,3500.0
2003-03-01,416750.0,5750.0
2003-03-08,425250.0,8500.0
2003-03-15,427750.0,2500.0
2003-03-22,425250.0,-2500.0
2003-03-29,425250.0,0.0
2003-04-05,423500.0,-1750.0
2003-04-12,424500.0,1000.0
2003-04-19,434250.0,9750.0
2003-04-26,436250.0,2000.0
2003-05-03,439000.0,2750.0
2003-05-10,434750.0,-4250.0
2003-05-17,428500.0,-6250.0
2003-05-24,422250.0,-6250.0
2003-05-31,423000.0,750.0
2003-06-07,426000.0,3000.0
2003-06-14,425000.0,-1000.0
2003-06-21,422250.0,-2750.0
2003-06-28,421750.0,-500.0
2003-07-05,422750.0,1000.0
2003-07-12,420500.0,-2250.0
2003-07-19,419250.0,-1250.0
2003-07-26,411500.0,-7750.0
2003-08-02,403500.0,-8000.0
2003-08-09,401500.0,-2000.0
2003-08-16,400250.0,-1250.0
2003-08-23,398500.0,-1750.0
2003-08-30,400000.0,1500.0
2003-09-06,404500.0,4500.0
2003-09-13,403500.0,-1000.0
2003-09-20,400500.0,-3000.0
2003-09-27,395500.0,-5000.0
2003-10-04,386500.0,-9000.0
2003-10-11,382000.0,-4500.0
2003-10-18,384000.0,2000.0
2003-10-25,382000.0,-2000.0
2003-11-01,376250.0,-5750.0
2003-11-08,375000.0,-1250.0
2003-11-15,370750.0,-4250.0
2003-11-22,364500.0,-6250.0
2003-11-29,363000.0,-1500.0
2003-12-06,362000.0,-1000.0
2003-12-13,360250.0,-1750.0
2003-12-20,360250.0,0.0
2003-12-27,358250.0,-2000.0
2004-01-03,355500.0,-2750.0
2004-01-10,353250.0,-2250.0
2004-01-17,355250.0,2000.0
2004-01-24,356250.0,1000.0
2004-01-31,361250.0,5000.0
2004-02-07,367750.0,6500.0
2004-02-14,366250.0,-1500.0
2004-02-21,367750.0,1500.0
2004-02-28,360750.0,-7000.0
2004-03-06,351750.0,-9000.0
2004-03-13,347250.0,-4500.0
2004-03-20,344000.0,-3250.0
2004-03-27,342000.0,-2000.0
2004-04-03,339750.0,-2250.0
2004-04-10,344000.0,4250.0
2004-04-17,348500.0,4500.0
2004-04-24,348250.0,-250.0
2004-05-01,345500.0,-2750.0
2004-05-08,339000.0,-6500.0
2004-05-15,335250.0,-3750.0
2004-05-22,336000.0,750.0
2004-05-29,339250.0,3250.0
2004-06-05,345750.0,6500.0
2004-06-12,343250.0,-2500.0
2004-06-19,346250.0,3000.0
2004-06-26,349000.0,2750.0
2004-07-03,341750.0,-7250.0
2004-07-10,343250.0,1500.0
2004-07-17,343500.0,250.0
2004-07-24,343500.0,0.0
2004-07-31,347250.0,3750.0
2004-08-07,345000.0,-2250.0
2004-08-14,339250.0,-5750.0
2004-08-21,338000.0,-1250.0
2004-08-28,340750.0,2750.0
2004-09-04,338250.0,-2500.0
2004-09-11,338000.0,-250.0
2004-09-18,337500.0,-500.0
2004-09-25,337250.0,-250.0
2004-10-02,339500.0,2250.0
2004-10-09,341250.0,1750.0
2004-10-16,337750.0,-3500.0
2004-10-23,334500.0,-3250.0
2004-10-30,333750.0,-750.0
2004-11-06,331750.0,-2000.0
2004-11-13,334250.0,2500.0
2004-11-20,328000.0,-6250.0
2004-11-27,328750.0,750.0
2004-12-04,332000.0,3250.0
2004-12-11,326750.0,-5250.0
2004-12-18,329000.0,2250.0
2004-12-25,325250.0,-3750.0
2005-01-01,328500.0,3250.0
2005-01-08,341750.0,13250.0
2005-01-15,344250.0,2500.0
2005-01-22,346500.0,2250.0
2005-01-29,340250.0,-6250.0
2005-02-05,324750.0,-15500.0
2005-02-12,318750.0,-6000.0
2005-02-19,316000.0,-2750.0
2005-02-26,311750.0,-4250.0
2005-03-05,318250.0,6500.0
2005-03-12,322250.0,4000.0
2005-03-19,325000.0,2750.0
2005-03-26,332000.0,7000.0
2005-04-02,332500.0,500.0
2005-04-09,332250.0,-250.0
2005-04-16,326750.0,-5500.0
2005-04-23,320500.0,-6250.0
2005-04-30,320250.0,-250.0
2005-05-07,321250.0,1000.0
2005-05-14,324750.0,3500.0
2005-05-21,325500.0,750.0
2005-05-28,327000.0,1500.0
2005-06-04,329750.0,2750.0
2005-06-11,332750.0,3000.0
2005-06-18,333000.0,250.0
2005-06-25,325750.0,-7250.0
2005-07-02,323000.0,-2750.0
2005-07-09,324250.0,1250.0
2005-07-16,324750.0,500.0
2005-07-23,326500.0,1750.0
2005-07-30,323750.0,-2750.0
2005-08-06,317000.0,-6750.0
2005-08-13,316000.0,-1000.0
2005-08-20,315250.0,-750.0
2005-08-27,315750.0,500.0
2005-09-03,319500.0,3750.0
2005-09-10,345250.0,25750.0
2005-09-17,372500.0,27250.0
2005-09-24,382750.0,10250.0
2005-10-01,397250.0,14500.0
2005-10-08,387500.0,-9750.0
2005-10-15,368500.0,-19000.0
2005-10-22,359750.0,-8750.0
2005-10-29,344250.0,-15500.0
2005-11-05,329750.0,-14500.0
2005-11-12,320000.0,-9750.0
2005-11-19,320000.0,0.0
2005-11-26,317250.0,-2750.0
2005-12-03,316250.0,-1000.0
2005-12-10,320750.0,4500.0
2005-12-17,317750.0,-3000.0
2005-12-24,320000.0,2250.0
2005-12-31,315250.0,-4750.0
2006-01-07,315000.0,-250.0
2006-01-14,308250.0,-6750.0
2006-01-21,300750.0,-7500.0
2006-01-28,295750.0,-5000.0
2006-02-04,286500.0,-9250.0
2006-02-11,289750.0,3250.0
2006-02-18,288000.0,-1750.0
2006-02-25,290750.0,2750.0
2006-03-04,294000.0,3250.0
2006-03-11,296250.0,2250.0
2006-03-18,301250.0,5000.0
2006-03-25,301750.0,500.0
2006-04-01,299000.0,-2750.0
2006-04-08,297000.0,-2000.0
2006-04-15,296000.0,-1000.0
2006-04-22,299250.0,3250.0
2006-04-29,306750.0,7500.0
2006-05-06,318750.0,12000.0
2006-05-13,327750.0,9000.0
2006-05-20,330500.0,2750.0
2006-05-27,332750.0,2250.0
2006-06-03,322750.0,-10000.0
2006-06-10,313500.0,-9250.0
2006-06-17,310750.0,-2750.0
2006-06-24,305500.0,-5250.0
2006-07-01,307750.0,2250.0
2006-07-08,319000.0,11250.0
2006-07-15,321500.0,2500.0
2006-07-22,320750.0,-750.0
2006-07-29,319500.0,-1250.0
2006-08-05,313250.0,-6250.0
2006-08-12,311250.0,-2000.0
2006-08-19,313500.0,2250.0
2006-08-26,314250.0,750.0
2006-09-02,313500.0,-750.0
2006-09-09,314500.0,1000.0
2006-09-16,316750.0,2250.0
2006-09-23,318000.0,1250.0
2006-09-30,316500.0,-1500.0
2006-10-07,317000.0,500.0
2006-10-14,312250.0,-4750.0
2006-10-21,310750.0,-1500.0
2006-10-28,315500.0,4750.0
2006-11-04,316250.0,750.0
2006-11-11,317750.0,1500.0
2006-11-18,321000.0,3250.0
2006-11-25,326250.0,5250.0
2006-12-02,328250.0,2000.0
2006-12-09,328250.0,0.0
2006-12-16,326250.0,-2000.0
2006-12-23,319750.0,-6500.0
2006-12-30,323250.0,3500.0
2007-01-06,328000.0,4750.0
2007-01-13,322500.0,-5500.0
2007-01-20,325500.0,3000.0
2007-01-27,317250.0,-8250.0
2007-02-03,312250.0,-5000.0
2007-02-10,322750.0,10500.0
2007-02-17,319250.0,-3500.0
2007-02-24,322750.0,3500.0
2007-03-03,325250.0,2500.0
2007-03-10,317750.0,-7500.0
2007-03-17,314750.0,-3000.0
2007-03-24,310000.0,-4750.0
2007-03-31,306750.0,-3250.0
2007-04-07,312750.0,6000.0
2007-04-14,317250.0,4500.0
2007-04-21,321750.0,4500.0
2007-04-28,320250.0,-1500.0
2007-05-05,312250.0,-8000.0
2007-05-12,304750.0,-7500.0
2007-05-19,302000.0,-2750.0
2007-05-26,304250.0,2250.0
2007-06-02,307500.0,3250.0
2007-06-09,311500.0,4000.0
2007-06-16,314000.0,2500.0
2007-06-23,314750.0,750.0
2007-06-30,315750.0,1000.0
2007-07-07,317750.0,2000.0
2007-07-14,317000.0,-750.0
2007-07-21,316250.0,-750.0
2007-07-28,313250.0,-3000.0
2007-08-04,311500.0,-1750.0
2007-08-11,311250.0,-250.0
2007-08-18,314000.0,2750.0
2007-08-25,320000.0,6000.0
2007-09-01,320000.0,0.0
2007-09-08,321250.0,1250.0
2007-09-15,319250.0,-2000.0
2007-09-22,312500.0,-6750.0
2007-09-29,313250.0,750.0
2007-10-06,312000.0,-1250.0
2007-10-13,317500.0,5500.0
2007-10-20,325500.0,8000.0
2007-10-27,328250.0,2750.0
2007-11-03,331000.0,2750.0
2007-11-10,330500.0,-500.0
2007-11-17,330000.0,-500.0
2007-11-24,336000.0,6000.0
2007-12-01,340250.0,4250.0
2007-12-08,340000.0,-250.0
2007-12-15,344500.0,4500.0
2007-12-22,345250.0,750.0
2007-12-29,349250.0,4000.0
2008-01-05,352750.0,3500.0
2008-01-12,345750.0,-7000.0
2008-01-19,337250.0,-8500.0
2008-01-26,338750.0,1500.0
2008-02-02,339750.0,1000.0
2008-02-09,345250.0,5500.0
2008-02-16,349750.0,4500.0
2008-02-23,346750.0,-3000.0
2008-03-01,345500.0,-1250.0
2008-03-08,346500.0,1000.0
2008-03-15,354000.0,7500.0
2008-03-22,357500.0,3500.0
2008-03-29,368000.0,10500.0
2008-04-05,369500.0,1500.0
2008-04-12,368500.0,-1000.0
2008-04-19,363750.0,-4750.0
2008-04-26,359500.0,-4250.0
2008-05-03,363500.0,4000.0
2008-05-10,363750.0,250.0
2008-05-17,368250.0,4500.0
2008-05-24,368000.0,-250.0
2008-05-31,366000.0,-2000.0
2008-06-07,370000.0,4000.0
2008-06-14,372750.0,2750.0
2008-06-21,375750.0,3000.0
2008-06-28,383250.0,7500.0
2008-07-05,380500.0,-2750.0
2008-07-12,382250.0,1750.0
2008-07-19,387500.0,5250.0
2008-07-26,398000.0,10500.0
2008-08-02,417250.0,19250.0
2008-08-09,428500.0,11250.0
2008-08-16,434000.0,5500.0
2008-08-23,430750.0,-3250.0
2008-08-30,429250.0,-1500.0
2008-09-06,432000.0,2750.0
2008-09-13,438250.0,6250.0
2008-09-20,453750.0,15500.0
2008-09-27,464000.0,10250.0
2008-10-04,474250.0,10250.0
2008-10-11,477250.0,3000.0
2008-10-18,476000.0,-1250.0
2008-10-25,475250.0,-750.0
2008-11-01,477250.0,2000.0
2008-11-08,490000.0,12750.0
2008-11-15,504500.0,14500.0
2008-11-22,517500.0,13000.0
2008-11-29,527250.0,9750.0
2008-12-06,541750.0,14500.0
2008-12-13,549250.0,7500.0
2008-12-20,563000.0,13750.0
2008-12-27,564000.0,1000.0
2009-01-03,547250.0,-16750.0
2009-01-10,543500.0,-3750.0
2009-01-17,544500.0,1000.0
2009-01-24,557750.0,13250.0
2009-01-31,589250.0,31500.0
2009-02-07,610750.0,21500.0
2009-02-14,621000.0,10250.0
2009-02-21,638250.0,17250.0
2009-02-28,644000.0,5750.0
2009-03-07,649750.0,5750.0
2009-03-14,654500.0,4750.0
2009-03-21,656000.0,1500.0
2009-03-28,659250.0,3250.0
2009-04-04,657500.0,-1750.0
2009-04-11,644500.0,-13000.0
2009-04-18,639000.0,-5500.0
2009-04-25,627750.0,-11250.0
2009-05-02,615000.0,-12750.0
2009-05-09,621500.0,6500.0
2009-05-16,616750.0,-4750.0
2009-05-23,613250.0,-3500.0
2009-05-30,614500.0,1250.0
2009-06-06,607250.0,-7250.0
2009-06-13,601000.0,-6250.0
2009-06-20,601500.0,500.0
2009-06-27,598250.0,-3250.0
2009-07-04,592500.0,-5750.0
2009-07-11,580250.0,-12250.0
2009-07-18,568250.0,-12000.0
2009-07-25,566500.0,-1750.0
2009-08-01,562000.0,-4500.0
2009-08-08,564250.0,2250.0
2009-08-15,564750.0,500.0
2009-08-22,558000.0,-6750.0
2009-08-29,560250.0,2250.0
2009-09-05,561000.0,750.0
2009-09-12,556000.0,-5000.0
2009-09-19,550000.0,-6000.0
2009-09-26,547500.0,-2500.0
2009-10-03,541250.0,-6250.0
2009-10-10,533500.0,-7750.0
2009-10-17,532250.0,-1250.0
2009-10-24,526250.0,-6000.0
2009-10-31,523500.0,-2750.0
2009-11-07,523750.0,250.0
2009-11-14,517750.0,-6000.0
2009-11-21,505750.0,-12000.0
2009-11-28,494000.0,-11750.0
2009-12-05,490250.0,-3750.0
2009-12-12,488000.0,-2250.0
2009-12-19,487250.0,-750.0
2009-12-26,485500.0,-1750.0
2010-01-02,475250.0,-10250.0
2010-01-09,468000.0,-7250.0
2010-01-16,475000.0,7000.0
2010-01-23,475750.0,750.0
2010-01-30,485750.0,10000.0
2010-02-06,485000.0,-750.0
2010-02-13,480500.0,-4500.0
2010-02-20,487750.0,7250.0
2010-02-27,485750.0,-2000.0
2010-03-06,487250.0,1500.0
2010-03-13,484500.0,-2750.0
2010-03-20,477500.0,-7000.0
2010-03-27,470250.0,-7250.0
2010-04-03,472000.0,1750.0
2010-04-10,472250.0,250.0
2010-04-17,471500.0,-750.0
2010-04-24,469000.0,-2500.0
2010-05-01,462000.0,-7000.0
2010-05-08,455000.0,-7000.0
2010-05-15,456250.0,1250.0
2010-05-22,459750.0,3500.0
2010-05-29,461500.0,1750.0
2010-06-05,463500.0,2000.0
2010-06-12,461750.0,-1750.0
2010-06-19,459000.0,-2750.0
2010-06-26,460500.0,1500.0
2010-07-03,459250.0,-1250.0
2010-07-10,452250.0,-7000.0
2010-07-17,454750.0,2500.0
2010-07-24,455000.0,250.0
2010-07-31,460500.0,5500.0
2010-08-07,471500.0,11000.0
2010-08-14,477500.0,6000.0
2010-08-21,477250.0,-250.0
2010-08-28,475000.0,-2250.0
2010-09-04,467250.0,-7750.0
2010-09-11,456750.0,-10500.0
2010-09-18,455500.0,-1250.0
2010-09-25,453500.0,-2000.0
2010-10-02,452000.0,-1500.0
2010-10-09,455750.0,3750.0
2010-10-16,452000.0,-3750.0
2010-10-23,445250.0,-6750.0
2010-10-30,447000.0,1750.0
2010-11-06,440750.0,-6250.0
2010-11-13,437750.0,-3000.0
2010-11-20,431500.0,-6250.0
2010-11-27,426250.0,-5250.0
2010-12-04,424750.0,-1500.0
2010-12-11,423000.0,-1750.0
2010-12-18,427250.0,4250.0
2010-12-25,420250.0,-7000.0
2011-01-01,416500.0,-3750.0
2011-01-08,418750.0,2250.0
2011-01-15,418500.0,-250.0
2011-01-22,429000.0,10500.0
2011-01-29,430750.0,1750.0
2011-02-05,423500.0,-7250.0
2011-02-12,424250.0,750.0
2011-02-19,412000.0,-12250.0
2011-02-26,404250.0,-7750.0
2011-03-05,407250.0,3000.0
2011-03-12,402000.0,-5250.0
2011-03-19,404750.0,2750.0
2011-03-26,407250.0,2500.0
2011-04-02,401750.0,-5500.0
2011-04-09,405000.0,3250.0
2011-04-16,404250.0,-750.0
2011-04-23,409750.0,5500.0
2011-04-30,427750.0,18000.0
2011-05-07,431000.0,3250.0
2011-05-14,432750.0,1750.0
2011-05-21,433500.0,750.0
2011-05-28,421250.0,-12250.0
2011-06-04,419250.0,-2000.0
2011-06-11,419250.0,0.0
2011-06-18,417250.0,-2000.0
2011-06-25,418000.0,750.0
2011-07-02,417250.0,-750.0
2011-07-09,416750.0,-500.0
2011-07-16,417000.0,250.0
2011-07-23,414250.0,-2750.0
2011-07-30,410500.0,-3750.0
2011-08-06,409250.0,-1250.0
2011-08-13,407250.0,-2000.0
2011-08-20,408250.0,1000.0
2011-08-27,409250.0,1000.0
2011-09-03,411500.0,2250.0
2011-09-10,416250.0,4750.0
2011-09-17,418000.0,1750.0
2011-09-24,417250.0,-750.0
2011-10-01,414750.0,-2500.0
2011-10-08,409750.0,-5000.0
2011-10-15,402750.0,-7000.0
2011-10-22,401250.0,-1500.0
2011-10-29,399750.0,-1500.0
2011-11-05,396000.0,-3750.0
2011-11-12,393500.0,-2500.0
2011-11-19,389500.0,-4000.0
2011-11-26,389000.0,-500.0
2011-12-03,387750.0,-1250.0
2011-12-10,383750.0,-4000.0
2011-12-17,379500.0,-4250.0
2011-12-24,377000.0,-2500.0
2011-12-31,374000.0,-3000.0
2012-01-07,380000.0,6000.0
2012-01-14,380000.0,0.0
2012-01-21,379250.0,-750.0
2012-01-28,378250.0,-1000.0
2012-02-04,373500.0,-4750.0
2012-02-11,371750.0,-1750.0
2012-02-18,366250.0,-5500.0
2012-02-25,366000.0,-250.0
2012-03-03,367250.0,1250.0
2012-03-10,369750.0,2500.0
2012-03-17,371750.0,2000.0
2012-03-24,369750.0,-2000.0
2012-03-31,364500.0,-5250.0
2012-04-07,369250.0,4750.0
2012-04-14,372500.0,3250.0
2012-04-21,378000.0,5500.0
2012-04-28,381500.0,3500.0
2012-05-05,377250.0,-4250.0
2012-05-12,373250.0,-4000.0
2012-05-19,370250.0,-3000.0
2012-05-26,373000.0,2750.0
2012-06-02,374500.0,1500.0
2012-06-09,378750.0,4250.0
2012-06-16,381250.0,2500.0
2012-06-23,381250.0,0.0
2012-06-30,380000.0,-1250.0
2012-07-07,374500.0,-5500.0
2012-07-14,375500.0,1000.0
2012-07-21,371750.0,-3750.0
2012-07-28,371250.0,-500.0
2012-08-04,374000.0,2750.0
2012-08-11,369500.0,-4500.0
2012-08-18,372000.0,2500.0
2012-08-25,373500.0,1500.0
2012-09-01,373500.0,0.0
2012-09-08,379250.0,5750.0
2012-09-15,382750.0,3500.0
2012-09-22,382750.0,0.0
2012-09-29,383500.0,750.0
2012-10-06,372000.0,-11500.0
2012-10-13,370250.0,-1750.0
2012-10-20,369000.0,-1250.0
2012-10-27,366000.0,-3000.0
2012-11-03,371250.0,5250.0
2012-11-10,386250.0,15000.0
2012-11-17,394250.0,8000.0
2012-11-24,400250.0,6000.0
2012-12-01,402750.0,2500.0
2012-12-08,377000.0,-25750.0
2012-12-15,365250.0,-11750.0
2012-12-22,359500.0,-5750.0
2012-12-29,356000.0,-3500.0
2013-01-05,363250.0,7250.0
2013-01-12,359250.0,-4000.0
2013-01-19,354250.0,-5000.0
2013-01-26,354500.0,250.0
2013-02-02,353000.0,-1500.0
2013-02-09,354250.0,1250.0
2013-02-16,359250.0,5000.0
2013-02-23,354250.0,-5000.0
2013-03-02,349750.0,-4500.0
2013-03-09,348750.0,-1000.0
2013-03-16,344000.0,-4750.0
2013-03-23,348250.0,4250.0
2013-03-30,355250.0,7000.0
2013-04-06,359250.0,4000.0
2013-04-13,361750.0,2500.0
2013-04-20,357250.0,-4500.0
2013-04-27,345500.0,-11750.0
2013-05-04,339500.0,-6000.0
2013-05-11,339000.0,-500.0
2013-05-18,339250.0,250.0
